companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",24,116222758,3,Question,John Ezekiel Roberts,Analysts,Is China about 50% of the electronic sales and how much of that would be made in China for China as opposed to imported into China and might have some risk from some trade retaliation by China.
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",25,116222759,4,Answer,Lori Koch,Executives,Yes. So China is about 30% of electronic sales. So about half of that is China for China and the other half does any come back out for global consumption.
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",26,116222760,3,Question,John Ezekiel Roberts,Analysts,Okay. And then how is advanced mobility looking with the slowdown in both EVs and ICE vehicles outside of China?
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",27,116222761,4,Answer,Lori Koch,Executives,"Yes. So we continue to see nice performance within the BEV side. We just got a really nice long term being with one of the large European OEMs within the battery adhesive space. So it is muted to growth expectations just as everybody else is with respect to IHS revising down their expectations for total sales across the space, but we continue to be encouraged more broad based and longer-term BEV transition."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",28,116222763,3,Question,Aleksey Yefremov,Analysts,"In Interconnect, could you discuss 2 things, The share gains that you cite and then the AI-driven ramps, what products are you seeing ramping in AI? What kind of applications."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",29,116222764,4,Answer,Lori Koch,Executives,"Yes. On the AI side, in the packaging space within the Interconnect business. So we're seeing nice improvement there. And on the share gain side, it's also -- it's a function of being greater share of wallet with some of our key customers as we expand beyond just the phones and some of the other devices that our key customers are producing. So pleased with the results there. \"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",30,116222766,3,Question,David Begleiter,Analysts,"Lori, E&I margins were above 30% in the quarter. Is that level sustainable for the entirety of 2025?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",31,116222767,4,Answer,Lori Koch,Executives,"Yes. We've seen nice margin growth in both segments, both E&I and W&P. It's a little early to talk about specifics of 2025 at this point, but we are encouraged. There's not one-timers is driving that number, I'll say from that perspective. So as long as you can maintain the top line numbers that we're posting and the productivity initiatives should stay in place that we're driving, and we should be in a nice position to get back to that more normalized margin profile for E&I."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",32,116222768,3,Question,David Begleiter,Analysts,"Very good. And just in Safety Solutions, what's driving the decrease in pricing?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",33,116222769,4,Answer,Antonella Franzen,Executives,"So I think it's important to keep in mind that when you look over the last couple of years, particularly in some select businesses, we did have price increases that were in the mid-teens, which more than covered our cost increase. And so it wouldn't be too surprising that we would give back a couple of points in order to maintain share as we go forward."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",34,116222771,3,Question,Frank Mitsch,Analysts,"Nice results. I want to say on the price -- I want to stay on the pricing area. And E&I, price was down 1%. Volumes were very impressive, but price was down a percent. You have to go back to the second quarter of last year when you saw price flat since then it's been ticking down. Can you expand upon what's driving the lower price and what your outlook is there?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",35,116222772,4,Answer,Antonella Franzen,Executives,"You look specifically at E&I,to your point, typically, there is about a point of price giveback. A lot of it relates to new products kind of coming into the market. and volumes going up. So there's typically about one point in price historically what we see in E&I. And we would expect that trend to continue as we go forward."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",36,116222773,3,Question,Frank Mitsch,Analysts,"Got you. So as you're pricing new products, you're giving discounts to the customers?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",37,116222774,4,Answer,Edward Breen,Executives,"No. You're getting price on the new product introduction, Frank, but you get paid a little bit of price gain on older products which are -- that's very typical of the Electronics business like that. Forget the last couple of years have been crazy times with COVID and destocking and all that, but that's typically been the model. It's a higher growth business more up in the mid- to high teens, but you give up about 10% of price."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",38,116222775,3,Question,Frank Mitsch,Analysts,"All right. Understood. And just on the restructuring benefits, I believe the last time you mentioned it was going to be about $115 million benefit in 2024. Is that still a good number? And any initial thoughts on 2025?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",39,116222776,4,Answer,Antonella Franzen,Executives,"Yes. Actually, that benefit number is a bit higher. We got to our quarterly run rate of benefits in the third quarter. So we are getting a nice impact to this year. There will be a little bit of carry forward as we go into 2025."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",40,116222778,3,Question,Michael Sison,Analysts,"Nice quarter and outlook. Ed, a lot of the chemical companies thus far have kind of painted an exciting picture for the first half of '25 and maybe '25 in total. As you've noted, your end markets are different. So I know it's a little bit early to get specific outlook for 2025, but could you sort of give us your thoughts on how maybe Semiconductors, Electronics and some of the Water and Industrial businesses shape up for next year?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",41,116222779,4,Answer,Edward Breen,Executives,"Yes. I'll let Lori walk you through some detail just I don't mean this flippantly, but to make a comment, we really worked the portfolio very differently than we were 5, 6, 7 years ago away from chemical company into a multi-industrial. And I think you see that a lot of our end markets that we're in right now. But I'll let Lori, maybe walk you through some puts and takes."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",42,116222780,4,Answer,Lori Koch,Executives,"Yes. No, there's no significant changes from the commentary we had provided on the last call about some initial 2025 expectations. So from an Electronics perspective, we continue to expect semi to growth to accelerate, really driven by the AI and the new fabs coming online. And just a reminder that the memory market and some of the more mature technology markets haven't recovered yet. So that recovery is on the come as we head into 2025. \"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",43,116222782,3,Question,Patrick Cunningham,Analysts,Are you still anticipating price givebacks in Shelter in 4Q and maybe into 2025? And what was the dynamic between positive growth in commercial construction versus resi? And any sort of early view on a broad-based resi recovery into next year?
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",44,116222783,4,Answer,Antonella Franzen,Executives,"Yes. Given what we saw in pricing this year and as we're exiting the year, you would expect that you would have some price give back carryforward going into 2025. But I think the one thing that you got to keep in mind is we still have to take a deep look at where our costs next year relative to raws, logistics and utilities and that will determine if there's any pluses or minuses associated with them. So I would expect that as we go forward. \"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",45,116222784,4,Answer,Edward Breen,Executives,Our current midpoint of guidance in the fourth quarter seemed slightly less price impact than we saw during the third quarter.
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",46,116222785,3,Question,Patrick Cunningham,Analysts,"Understood. Very helpful. And then just on consolidated W&P, I mean it seems you have easier comps on water, medical packaging. Does most of that sequential EBITDA decline come from more typical seasonality on Shelter and Safety. And if you could remind us what was the $25 million discrete impact from last year, and that won't repeat this year just for clarification."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",47,116222786,4,Answer,Antonella Franzen,Executives,"Yes. So the Q3 to Q4 in W&P would be your typical seasonality. Q3 tends to be the highest quarter and comes down a bit. In Q4, a big piece of that would be related to the Shelter business as we kind of go into the winter months. For W&P explicitly, we did call out about $25 million of onetime items last year that were related to a land sale and some supply agreements that we had certainly benefits from, I would say. Keep in mind that in totality, in Q4 of last year, we actually called out $40 million of onetime items. The remaining $15 million wasn't in corporate."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",48,116222788,3,Question,Bhavesh Lodaya,Analysts,"This is Bhavesh Lodaya for John. Can you talk about some of the competitive dynamics around your Electronic peers in China. China is bringing in a lot of new fabs, as you mentioned, but they also invest in kind of like a homegrown domestic supply chain. You mentioned gaining some market share, I'm not sure if that was in China as well. But overall, how do you see this landscape developing over the next few years?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",49,116222789,4,Answer,Lori Koch,Executives,"Yes, we can continue to have a nice position within China. I think our exposure in China within the semi space is outsized versus some of the peers. So we're about 30% in China, where some of the peers I think are less than that. So you're seeing that, that disparity play out nicely in our numbers as a lot of the builds are more concentrated there with respect to the global outlet. We have a nice position with the local players. As we have mentioned, we able to have nice positions with the global OEMs that are in China that are favoring our China results as well."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",50,116222791,3,Question,Arun Viswanathan,Analysts,"Just wanted to go back to maybe some initial thoughts on '25. So this year, you showed -- it looks like you're showing pretty good mid-teens EBITDA growth in E&I, although you have been -- that's been offset slightly by some of that Water destocking and headwinds. As you look into next year, maybe if you adjust for the prebuy that you saw in E&I, would that kind of decrease maybe to like a high single-digit rate and then -- but maybe you could see some recovery in W&P. And so overall, you still expect maybe mid- to high single-digit EBITDA growth for next year?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",51,116222792,4,Answer,Antonella Franzen,Executives,"So that's where I provided some color on the top line. That's where our expectations are. I would say it's a bit too early to start commenting on EBITDA growth for next year. We'll give more detailed guidance as we get on to the next quarter call. But clearly, volume will be a driver as we noted this year, you would expect to have the continued benefits of our restructuring actions that we took this year to continue to benefit us as we move forward."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",52,116222793,3,Question,Arun Viswanathan,Analysts,"Okay. I understand. And just on that note then, assuming that you do see some continued margin growth, how should we think about free cash flow and maybe how you deploy that. Are there any significant extra CapEx projects in the pipeline? Or will you likely be using most of your cash for standing up the businesses? And -- or could you potentially deploy more and return more to shareholders?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",53,116222794,4,Answer,Antonella Franzen,Executives,"Yes. So I've been talking about free cash flow conversion. As I mentioned for this quarter, we did have a really strong free cash flow conversion. It was about 130%. We're at 109% for the year, and we did know -- we do expect to be well above our target for this year. As we go into next year, I would expect that we continue to have good free cash flow conversion. The teams have done a great job relative to managing working capital even while sales are increasing and we're now having a use of working capital. \"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",54,116222796,3,Question,Michael Leithead,Analysts,"I think DuPont filed an ITC complaint last month around a legal Tyvek imports, I guess, first, is the issue you're seeing somebody else claiming and naming something to be Tyvek and it's not -- or did it name something else and the issue is they're using DuPont's proprietary technology? And then just more broadly, how is the Tyvek business performing today?"
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",55,116222797,4,Answer,Lori Koch,Executives,"Yes. So the ITC filing speak for itself. We'll continue to defend our patents and our trade secrets. So that's really all we want to say on that point. The Tyvek business from an end market performance continues to recover nicely. A lot of the headwinds that we had saw throughout 2024 was related to medical packaging, and we've highlighted a few times about a nice recovery that we're seeing there, up 10% sequentially and up even further sequentially as we head into Q4. So we're really encouraged by the rebound that we're seeing there."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",56,116222799,3,Question,Steve Byrne,Analysts,Yes. I'd like to ask another one about that ITC complaint. When did you start to see these competing versions of Tyvek coming into the states? And is this across your broad platform? Is this Tyvek house rep? Is this packaging? Is this PPE? Is it all of them? And you're seeing this competing version? When did this happen? And just curious on the timing of this.
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",57,116222800,4,Answer,Lori Koch,Executives,"Yes. So I mean we had mentioned that the filing speak for itself as the public filing that can be red. So we started seeing it in recent months, the release of our name in addition to some trade infringement that we were seeing, which is what led us to the filing."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",58,116222801,3,Question,Steve Byrne,Analysts,And then maybe just one more across new DuPont any new products in development that you could be enrolling that could drive growth in new DuPont other than just the recovery in end markets.
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",59,116222802,4,Answer,Lori Koch,Executives,"Yes. So I have mentioned earlier that the really nice win that we saw in the battery adhesives space was one of the largest European OEMs. So that was a nice win for us that can to solidify our position in the EV space. We have a really nice growing position within health care. So we closed the Donatelle acquisition in August. We were actually out there as leadership team and with the Board visiting the site and we're even more encouraged by what we saw with respect to cross-selling with some of the larger medical device layers as well as leveraging the really high-end machining capabilities that Donatelle has, not only our medical packaging businesses but our other parts businesses within the new DuPont portfolio. So really encouraged that, that space will continue to be a nice growth driver for us."
"DuPont de Nemours, Inc.",768440,3298731,2024-11-05,"DuPont de Nemours, Inc., Q3 2024 Earnings Call, Nov 05, 2024",60,116222804,4,Answer,Christopher Mecray,Executives,"Thank you, everyone, for joining the call. And for your reference, a copy of the transcript will be posted on our website. This concludes the call. Thank you."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",1,116694401,3,Question,Shahriar Pourreza,Analysts,"Let me just start on overall credit. Post storms, you guys are still, I guess, above your downgrade threshold for '25. Where are you right now? And what is the FFO impact from the storms? And then on the tax credit monetization side, it's obviously a key source of FFO for you. You guys have guided to a monetization figure this year around $300 million to $500 million. I think you recognized about $200 million. Do you expect to hit the range, and where within the range? Is the market kind of slower to develop? So just an overall credit question would be great."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",2,116694402,4,Answer,Lynn Good,Executives,"So Brian, why don't you take that?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",3,116694403,4,Answer,Brian Savoy,Executives,"Certainly. On the credit, I mentioned that the storm costs are going to temporarily impact our credit in 2024. And as we recover these costs through established mechanisms in '25, that will be resolved. And as we think about where we're tracking on 2024, I'd view us in the high 13s is where we plan on landing. And that has some of the financing impacts from $2.5 billion of storm cost that we expect, that we incurred in 2024. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",4,116694404,4,Answer,Lynn Good,Executives,"And Shar, the only thing I would is, of course -- yes, I was just going to say, we've also been in conversation. Yes, as you would expect, we've been in conversation with the agencies, and they are completely comfortable with the plan. We had demonstrated success, as you know, in collecting storm costs in both Florida and the Carolinas. So as Brian said, we are on track with every element, and we'll execute as you would expect it to."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",5,116694405,3,Question,Shahriar Pourreza,Analysts,"Got it. And just, Brian, if the storms didn't happen, where would your metrics be versus the high 13% range you are now?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",6,116694406,4,Answer,Brian Savoy,Executives,"Yes, if storms didn't happen, we'd be at 14%, 14% plus."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",7,116694407,3,Question,Shahriar Pourreza,Analysts,"Okay. And then I know, obviously, we're heading into the typical bigger update on the year-end call. But just, I want to get a sense on sort of the load environment. I mean you guys are still running the 1.5% to 2% figure, which doesn't really jive with what's been going on around the country. So a lot of your peers have jumped ahead and revised their low growth figures, they're quantifying the impacts, and it's actually hitting their numbers. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",8,116694408,4,Answer,Brian Savoy,Executives,"Shar, I think it's a great question. And one, we've kept our CAGR of 1.5% to 2% long term on load growth and signaling we're trending to the top end of that range, and we'll update it in February. And we are trending at the top, and we expect that range to move as we look to next year, Shar. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",9,116694409,4,Answer,Lynn Good,Executives,"And Shar, I think it's important to note. We talked CAGR, right? So compound annual growth rate. But as you look at '27 and '28, as depicted on the chart, we are seeing acceleration. And so we'll continue to provide visibility on this and, of course, watch these every step of the way. They also included discounts in them because we're trying to be conservative, recognizing that some of these projects can tend to shift to the right. So we're introducing a bit of that as well, and we'll continue to update. So sorry, did you have another question?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",10,116694410,3,Question,Shahriar Pourreza,Analysts,"Got it. So no, no, Lynn, I was just -- it was just to follow-up on what you just said. So there is some accretive opportunities, I guess, above your current range potentially. Is that kind of the message?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",11,116694411,4,Answer,Lynn Good,Executives,"I think that's right, Shar. And if you look at the chart, you can see it kind of sitting in '27, '28."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",12,116694412,4,Answer,Brian Savoy,Executives,"Yes. I would just add, the projects that we're talking to customers about today will show up in late '27, '28 and ramp in the balance of the decade. So you're going to see this kind of burst of activity. There will be signing contracts that will come to reality in '27, '28, '29 when we see acceleration of load growth."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",13,116694414,3,Question,Jamieson Ward,Analysts,"You've got James Ward here for Julien. A quick question on FFO to debt. Obviously, when the first hurricane hit, you talked about 10 basis points of impact. Got the negatives there that I think either people will ask about or you've kind of been addressing. I'd like to talk about the tax credit monetizations instead. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",14,116694415,4,Answer,Brian Savoy,Executives,"That's very good, Julien. This is Brian. I'll take that. So what we're seeing in the tax credit market is it's deepening. And the discounts that were being realized on our tax credits are very attractive. So think about mid-90s or even slightly above. So I think there's a lot of taxpayers that are looking to reduce their tax bill, and they're lining up to get high-quality credits from good credit quality sellers, right? \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",15,116694416,3,Question,Jamieson Ward,Analysts,"Got you. Then as just a quick follow-up there. Should we be assuming for the 40 to 60? I get there's solar in there as well. But for the nuclear PTCs, should we treat them as all being monetized? So whatever the assumption is that we're modeling in for next year, and so I get -- in the 2030 as well. \"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",16,116694417,4,Answer,Brian Savoy,Executives,"No, that's the right way to think about it, Julien. Yes."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",17,116694418,4,Answer,Lynn Good,Executives,"And Julien, you may recall, we have set forth a pretty creative method of retaining these credits for a period of time and then amortizing them to customers over a 4-year period. And so that amortization is very modest in '25 and '26. And then we'll get on a path of amortizing about 25% of them as generated in '28 and forward. So all of that is contemplated in our 5-year plan in credit. And it's one of those incredible opportunities that not only strengthens credit, but lowers price of our product to customers in a way that I think is really helpful to our growth plans."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",18,116694419,3,Question,Jamieson Ward,Analysts,"Absolutely. Definitely makes sense. And a final point on the amortization. Can you remind us if that -- it's ingrained via the second settlement, for sure, for DEC. But just for South Carolina and then for DEP, kind of where does that stand in terms of being formalized? I think we're all using that 4-year assumption from the initial case and second settlement. But has that been further made concrete, I guess?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",19,116694420,4,Answer,Lynn Good,Executives,"Yes. And let us provide you with an update on that. But North Carolina is memorialized. In South Carolina, we're deferring the credits for consideration in the future. I think the North Carolina method, though, is a good planning assumption for the Carolinas. And we can get you more details on those specifics, Julien, if that would be helpful."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",20,116694422,3,Question,Nicholas Campanella,Analysts,"It's great to see Moody's supportive here. And I know that there's been really constructive effort on the ground with local constituents as well on dealing with the storm. I guess you did preview in your prepared remarks, there's going to be higher capital coming in the near term, Brian. And just wondering how you're thinking about the need to pull forward any equity, if at all? You do seem confident on the year-over-year into '25 as well, but I just wanted to check on that."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",21,116694423,4,Answer,Brian Savoy,Executives,"Nick, we have $500 million of equity in our capital plan and our financing plan today per year in the 5-year plan. And in February, we'll come up with our new capital plan, which, I've signaled, will be higher. And there'll be some in the near term and some because 2029 is going to be much larger than 2024. We'll have our full financing plan at that point and provide how we're going to fund that plan. And right now, I would not signal any additional equity."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",22,116694424,4,Answer,Lynn Good,Executives,"What I would suggest, Nick, on the equity is, yes, as we expand capital, we will finance it in a balanced way. I think we've given a range of 30% to 50% of equity related to new and incremental capital. So I think that's a planning assumption that would be appropriate."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",23,116694425,3,Question,Nicholas Campanella,Analysts,"That's great. And then something that has come up on earnings call a bit more this season is just new nuclear. And I know that you've had some exploratory frameworks, whether it's for SMR or otherwise, announced a few quarters ago. Could you just maybe talk about how you see Duke participating in new nuclear, whether it's kind of large scale or small scale, into the end of the decade? That would be helpful."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",24,116694426,4,Answer,Harry Sideris,Executives,"Yes, Nick, this is Harry. I'll take that question. We see a lot of promise in the SMRs. Our customers and stakeholders are very supportive of it. Our states appreciate the economic development that it provides for the communities that we serve. And recently, some of our large tech companies are showing great interest in new nuclear.\"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",25,116694428,3,Question,Durgesh Chopra,Analysts,"Brian, can I just ask you to clarify what is the earnings impact, the combination of restoration costs and lost revenues, from the 3 hurricanes? What is that impact in 2024?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",26,116694429,4,Answer,Brian Savoy,Executives,"Yes, Durgesh, you could think about it, we plan for storms in a year, but we don't plan for the historic storm season we just experienced in the past 2 months. And the restoration costs that would lead to the O&M and the P&L, a few cents of that as well as a few cents of lost revenues because we had 5.5 million customers out for multiple days. So that's how I think about it, a few cents each on the O&M for the storm costs that were kind of out of bounds with what our normal level would be and the lost revenues."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",27,116694430,4,Answer,Lynn Good,Executives,"And Durgesh, I would point to, if you look at the drivers for the third quarter, you see us with O&M greater than third quarter of '23. That's largely impacted by storm expense. And then if we look at the fourth quarter, the majority of -- a large amount of restoration for Helene sits in the fourth quarter as well as Milton, all of Milton. And so the revenue -- expected revenue impact from outage will impact the fourth quarter as well.\"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",28,116694431,3,Question,Durgesh Chopra,Analysts,"That's very helpful. And maybe just talking to that growth, Lynn. I mean, I think in the Q2 call, and obviously, earlier today, you reaffirmed the 5% to 7% on the Q2 call. I just want to be clear. You talked about perhaps getting to the higher end of that 5% to 7% EPS growth to the back end of the plan. Is that still sort of the way you're projecting that growth to trend?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",29,116694432,4,Answer,Lynn Good,Executives,"Durgesh, that's a good question, and it's really consistent with the conversation we just had with Shar around load growth. So when you look at '27 and '28, in that chart that sort of has a bit of a slope to it, and you see us deeper into the energy transition with increasing capital, that's what we're pointing to as the potential we have to get higher in the range. So we're working hard in that direction and believe we've got the potential. And the constructive regulatory outcomes that we've been delivering time and time again really underpin our confidence."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",30,116694434,3,Question,Anthony Crowdell,Analysts,"I guess, just quickly, just to add to Durgesh's question, which, I think, followed up on Shar's question. And you talked about, maybe at the end of the decade, maybe leaning towards the higher end of the EPS CAGR. Any thoughts with the load growth and also when you look at these historic storms on maybe widening the credit cushion that you guys have, and maybe using the load growth and the enhanced earnings growth of making a wider cushion beyond the 100, 150 basis points you're working on now?"
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",31,116694435,4,Answer,Lynn Good,Executives,"Anthony, it's a good question and something we spend a lot of time thinking about, and we'll be working in that direction. I think in also planning for some more contingency around storms, and our annual planning will also be a part of that. So as you would expect us to do, we've learned from every one of these events, and 2024 will be no exception."
Duke Energy Corporation,267850,3311670,2024-11-07,"Duke Energy Corporation, Q3 2024 Earnings Call, Nov 07, 2024",32,116694436,3,Question,Anthony Crowdell,Analysts,"And just I have one follow-up, and I don't know if you've quantified it. Just you're talking about additional maybe mitigation measures for the fourth quarter. Has the company quantified what they expect from a normal run rate to pull out of fourth quarter?"
